%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1734501499234178467,26623,1734501499233588218,map,2.564475803545195,-4.195946895073861,0.9749321859594485,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499334498648,26624,1734501499333858013,map,2.6851247471316744,-4.186421825477776,1.0049295812508052,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499434718067,26625,1734501499434473752,map,2.825715947386926,-4.170323912567913,1.0082187119690205,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499533473418,26626,1734501499532877206,map,2.9612644895474274,-4.1611309921126,0.9752289150983046,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499634098249,26627,1734501499633661508,map,3.113217705429332,-4.1447731934077465,0.9759704698964716,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499733719360,26628,1734501499733413219,map,3.250621031664922,-4.138897181411565,0.9813841157055707,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499834011777,26629,1734501499833587169,map,3.362048389213026,-4.140588653480228,0.9807058579276015,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501499934824546,26630,1734501499934149026,map,3.482051995978121,-4.141515883692553,0.9533737645526283,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500034066165,26631,1734501500033734083,map,3.5784169520149365,-4.153295999170901,0.971633252620336,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500134353395,26632,1734501500134000778,map,3.745144108593126,-4.146390274188245,0.9981226930084605,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500234237682,26633,1734501500233665466,map,3.8893105003949247,-4.152407916816922,1.0491090502032452,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500334286045,26634,1734501500334060192,map,4.048662910817045,-4.14440727697812,1.0540198628463315,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500435019066,26635,1734501500434518575,map,4.097647394050848,-4.17907663682344,1.0765842678442166,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500533661988,26636,1734501500533150434,map,4.190078182346561,-4.187595183219035,1.0445969515752584,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500633331480,26637,1734501500633100032,map,4.307475314348976,-4.185798520595914,1.0056657861890155,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500734883514,26638,1734501500734477519,map,4.449850930819067,-4.167498314675043,0.9642727445913277,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500832995645,26639,1734501500832508563,map,4.520614694108726,-4.198495674575926,0.9651591436062416,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501500934066423,26640,1734501500933574438,map,4.559132391906971,-4.254523712495686,0.9878064331077255,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501501032976357,26641,1734501501032438039,map,4.626477650672277,-4.306485658255324,1.0088738812072469,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
