%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1733037977029314740,18571,1733037977028739690,map,3.287701249940113,-4.172365534415671,1.1374791243915128,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977130980918,18572,1733037977130054712,map,3.389716301679494,-4.179117823569104,1.141574971714882,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977229246088,18573,1733037977228804588,map,3.4871315167153987,-4.195608401898929,1.056035626574036,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977328250371,18574,1733037977327820539,map,3.6140922883181674,-4.193448548431518,0.9139059322267331,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977428491916,18575,1733037977428190469,map,3.7555115103936214,-4.16985178274571,0.779356131517782,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977528598100,18576,1733037977527978181,map,3.8960190748718118,-4.150589765017943,0.7118364832797097,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977628663282,18577,1733037977628404378,map,4.0099540128577145,-4.1556205068851275,0.7461637615143409,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977728689693,18578,1733037977728479146,map,4.18841940305457,-4.0573168813177585,0.7080801136828456,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977828849986,18579,1733037977828409671,map,4.361144734255801,-4.0158730220677334,0.8846316606188547,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037977927997508,18580,1733037977927640438,map,4.545618350187667,-3.955558833654846,1.0578629889877704,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978030191089,18581,1733037978029192209,map,4.618491379497957,-4.025417596082115,1.0650573903581393,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978127573548,18582,1733037978127115011,map,4.674110622450752,-4.102109620383591,1.032304165205923,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978229047162,18583,1733037978228450536,map,4.753251644573231,-4.156218366232834,0.9062900589415086,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978328346627,18584,1733037978327949523,map,4.917105560263623,-4.114731269094602,0.8720186412494328,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978428419045,18585,1733037978427973747,map,5.096506973371291,-4.078713563711098,0.9207265946906543,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978528467628,18586,1733037978528242111,map,5.238775481634708,-4.072149108141645,1.0043712849575475,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978629378385,18587,1733037978628931999,map,5.371656551297169,-4.010873663565729,1.0024240496747412,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037978728300025,18588,1733037978727804183,map,5.467676402316538,-4.049040536955088,1.0182898707436365,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
